,natural_language,parsed_utterance
238,"for data where indoor temperature of 15.25, what is the average values of past electricity?",filter indoor_temperature equal to 15.25 and statistic past_electricity [e]
239,"for data where indoor temperature older than 13.25, what is the average values of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
240,"for data where past electricity not equal to 1929.025, what is the average values of outdoor temperature?",filter past_electricity not equal to 1929.025 and statistic outdoor_temperature [e]
241,"for data where past electricity of 1929.025, what is the average values of indoor temperature?",filter past_electricity equal to 1929.025 and statistic indoor_temperature [e]
242,"for data where indoor temperature equal to or below 13.25, what is the average values of past electricity?",filter indoor_temperature less equal than 13.25 and statistic past_electricity [e]
243,"for data where indoor temperature older than 13.25 and past electricity younger than 640.4, what is the average values of indoor temperature?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and statistic indoor_temperature [e]
244,"for data where past electricity above 640.4, what is the average values of outdoor temperature?",filter past_electricity greater than 640.4 and statistic outdoor_temperature [e]
245,"for data where indoor temperature older than 13.25 and outdoor temperature younger than 21.5, what is the average values of indoor temperature?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and statistic indoor_temperature [e]
246,"for data where indoor temperature younger than 13.25, what is the average values of indoor temperature?",filter indoor_temperature less than 13.25 and statistic indoor_temperature [e]
247,"for data where outdoor temperature is equal to but not greater than 21.5, what is the average values of past electricity?",filter outdoor_temperature less equal than 21.5 and statistic past_electricity [e]
248,"for data where outdoor temperature older than 21.5 and past electricity younger than 1929.025, what is the average values of past electricity?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and statistic past_electricity [e]
249,"for data where indoor temperature the same or more than 15.25, what is the average values of indoor temperature?",filter indoor_temperature greater equal than 15.25 and statistic indoor_temperature [e]
250,"for data where outdoor temperature equal to or below 21.5, what is the average values of outdoor temperature?",filter outdoor_temperature less equal than 21.5 and statistic outdoor_temperature [e]
251,"for data where everything but not outdoor temperature of 21.5, what is the average values of past electricity?",filter outdoor_temperature not equal to 21.5 and statistic past_electricity [e]
252,"for data where everything but not indoor temperature of 13.25, what is the average values of indoor temperature?",filter indoor_temperature not equal to 13.25 and statistic indoor_temperature [e]
253,"for data where indoor temperature of 15.25, what is the average values of outdoor temperature?",filter indoor_temperature equal to 15.25 and statistic outdoor_temperature [e]
254,"for data where indoor temperature younger than 13.25, what is the average values of outdoor temperature?",filter indoor_temperature less than 13.25 and statistic outdoor_temperature [e]
255,"for data where indoor temperature more than 13.25, what is the average values of past electricity?",filter indoor_temperature greater than 13.25 and statistic past_electricity [e]
256,"for data where indoor temperature taller than 13.25, what is the average values of outdoor temperature?",filter indoor_temperature greater than 13.25 and statistic outdoor_temperature [e]
257,"for data where outdoor temperature is not greater than 21.5, what is the average values of indoor temperature?",filter outdoor_temperature less equal than 21.5 and statistic indoor_temperature [e]
258,"for data where past electricity of 640.4, what is the average values of outdoor temperature?",filter past_electricity equal to 640.4 and statistic outdoor_temperature [e]
259,"for data where indoor temperature not equal to 15.25, what is the average values of outdoor temperature?",filter indoor_temperature not equal to 15.25 and statistic outdoor_temperature [e]
260,"for data where the model predicts {class_names} but whose ground truth label is {class_names}, what is the average values of indoor temperature?",predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and statistic indoor_temperature [e]
261,"for data where indoor temperature of 13.25, what is the average values of indoor temperature?",filter indoor_temperature equal to 13.25 and statistic indoor_temperature [e]
262,"for data where outdoor temperature not equal to 21.82399577, what is the average values of indoor temperature?",filter outdoor_temperature not equal to 21.82399577 and statistic indoor_temperature [e]
263,"for data where everything but not outdoor temperature of 21.5, what is the average values of indoor temperature?",filter outdoor_temperature not equal to 21.5 and statistic indoor_temperature [e]
264,"for data where outdoor temperature older than 21.82399577 and indoor temperature younger than 13.25, what is the average values of outdoor temperature?",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and statistic outdoor_temperature [e]
265,"for data where indoor temperature exceeds 15.25, what is the average values of indoor temperature?",filter indoor_temperature greater than 15.25 and statistic indoor_temperature [e]
266,"for data where past electricity older than 1929.025, what is the average values of outdoor temperature?",filter past_electricity greater than 1929.025 and statistic outdoor_temperature [e]
