,natural_language,parsed_utterance
233,what are the labels for data points 89 and 90,filter id 89 and filter id 90 and label [e]
234,what are the labels for indoor temperature upper than 13.25,filter indoor_temperature greater than 13.25 and label [e]
235,what are the labels for outdoor temperature warmer than 21.5 and past electricity colder than 1929.025,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and label [e]
236,what are the labels for indoor temperature warmer than 13.25,filter indoor_temperature greater than 13.25 and label [e]
237,what are the labels for outdoor temperature less than 21.82399577,filter outdoor_temperature less than 21.82399577 and label [e]
238,what are the labels for outdoor temperature equal to or below 21.82399577,filter outdoor_temperature less equal than 21.82399577 and label [e]
239,what are the labels for past electricity colder than 640.4,filter past_electricity less than 640.4 and label [e]
240,what are the labels for outdoor temperature warmer than 21.82399577 and indoor temperature colder than 15.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and label [e]
241,what are the labels for past electricity warmer than 1929.025,filter past_electricity greater than 1929.025 and label [e]
242,what are the labels for outdoor temperature above 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
243,what are the labels for outdoor temperature not equal to 21.5,filter outdoor_temperature not equal to 21.5 and label [e]
244,what are the labels for past electricity above 640.4,filter past_electricity greater than 640.4 and label [e]
245,what are the labels for indoor temperature warmer than 15.25 and past electricity colder than 640.4,filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and label [e]
246,what are the labels for indoor temperature exceeds 13.25,filter indoor_temperature greater than 13.25 and label [e]
247,what are the labels for outdoor temperature above 21.5,filter outdoor_temperature greater than 21.5 and label [e]
248,what are the labels for indoor temperature less than 13.25,filter indoor_temperature less than 13.25 and label [e]
249,what are the labels for outdoor temperature is not less than 21.5,filter outdoor_temperature greater equal than 21.5 and label [e]
250,what are the labels for outdoor temperature is equal to but not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and label [e]
251,what are the labels for id 78,filter id 78 and label [e]
252,what are the labels for indoor temperature not equal to 15.25,filter indoor_temperature not equal to 15.25 and label [e]
253,what are the labels for outdoor temperature of 21.5,filter outdoor_temperature equal to 21.5 and label [e]
254,what are the labels for indoor temperature is equal to but not greater than 15.25,filter indoor_temperature less equal than 15.25 and label [e]
255,what are the labels for indoor temperature colder than 13.25,filter indoor_temperature less than 13.25 and label [e]
256,what are the labels for indoor temperature warmer than 15.25 and outdoor temperature colder than 21.5,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and label [e]
257,what are the labels for indoor temperature equal to or below 15.25,filter indoor_temperature less equal than 15.25 and label [e]
258,what are the labels for indoor temperature above 15.25,filter indoor_temperature greater than 15.25 and label [e]
259,what are the labels for outdoor temperature the same or more than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and label [e]
260,what are the labels for indoor temperature is not greater than 13.25,filter indoor_temperature less equal than 13.25 and label [e]
261,what are the labels for past electricity the same or more than 640.4,filter past_electricity greater equal than 640.4 and label [e]
262,what are the labels for indoor temperature colder than 15.25,filter indoor_temperature less than 15.25 and label [e]
263,what are the labels for indoor temperature above 13.25,filter indoor_temperature greater than 13.25 and label [e]
264,what are the labels for past electricity is equal to but not greater than 640.4,filter past_electricity less equal than 640.4 and label [e]
265,what are the labels for indoor temperature is not less than 15.25,filter indoor_temperature greater equal than 15.25 and label [e]
266,what are the labels for outdoor temperature of 21.82399577,filter outdoor_temperature equal to 21.82399577 and label [e]
267,what are the labels for past electricity warmer than 1929.025 and indoor temperature colder than 15.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and label [e]
268,what are the labels for outdoor temperature upper than 21.5,filter outdoor_temperature greater than 21.5 and label [e]
269,what are the labels for outdoor temperature warmer than 21.82399577 and past electricity colder than 640.4,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and label [e]
270,what are the labels for indoor temperature not equal to 13.25,filter indoor_temperature not equal to 13.25 and label [e]
271,show the prediction of id 3421,filter id 3421 and predict [e]
272,what are some typical mistakes the model makes?,mistake typical [e]
273,what are the most important features?,important all [e]
274,can you please tell me the prediction for id 91?,filter id 91 and predict [e]
275,the 5 most important features in the data are impacted in what way by increasing feature indoor temperature by 10.,change indoor_temperature increase 10 and important topk 5 [e]
276,the 5 most important features in the data are impacted in what way by increasing feature past electricity by 10.,change past_electricity increase 10 and important topk 5 [e]
277,the 5 most important features in the data are impacted in what way by increasing feature outdoor temperature by 10.,change outdoor_temperature increase 10 and important topk 5 [e]
278,please tell me what you are and what you do!,self and function [e]
279,could you give me more information?,followup [e]
